NewsPaper Name,Location / Area,Dist. Frequency
Tri-County Times,"Nevada, IA",Weekly
Tri-Town News,"Freehold, NJ",Weekly
Tri-Valley Herald,"Pleasanton, CA",
Tri-Village Pennysaver,"Interlaken, NY",Weekly
Tropical Life [Miami Herald],"Miami, FL",Daily
Tropical Tribune,"Surfside, FL",Weekly
Troy Daily News,"Troy, OH",Daily
Troy Messenger,"Troy, AL",Daily
Troy Times,"Warren, MI",
Troy-Somerset Gazette,"Troy, MI",Weekly
Truth,"Elkhart, IN",Daily
Tryon Daily Bulletin,"Tryon, NC",Daily
Tucker Times,"Tucker, GA",Weekly
Tucson Citizen,"Tucson, AZ",
Tucson Shopper,"Tucson, AZ",Weekly
Tucson Weekly,"Tucson, AZ",
Tufts Daily,"Medford, MA",Daily
Tulare Advance-Register,"Tulare, CA",Daily
Tulsa Daily Commerce and Legal News,"Tulsa, OK",Daily
Tulsa World,"Tulsa, OK",
Tulsa World – Arlington Bureau,"Arlington, VA",Daily
Tulsa World – Oklahoma City Bureau,"Oklahoma City, OK",Daily
Tulsa World – Washington Bureau,"Arlington, VA",Daily
Tupper Lake Free Press & Herald,"Tupper Lake, NY",
"Turley Publications, Inc.","Palmer, MA",
Turlock Journal,"Turlock, CA",
Turret,"Fort Knox, KY",Weekly
Turtle Creek News,"Dallas, TX",
Tuscaloosa News,"Tuscaloosa, AL",
Tustin News,"Irvine, CA",Weekly
TV & More [Journal-Review],"Crawfordsville, IN",Daily
TV Book [Daily News],"Batavia, NY",Daily
TV Chronilog [Houston Chronicle],"Houston, TX",Daily
TV Cue [Milwaukee Journal Sentinel],"Milwaukee, WI",Daily
TV Focus [Maryville Daily Forum],"Maryville, MO",Daily
TV Guide [Madison Daily Leader],"Madison, SD",Daily
TV Guide [Murray Ledger & Times],"Murray, KY",Daily
TV Listing [Kirksville Daily Express & News],"Kirksville, MO",Daily
TV Listings [Herald Journal],"Monticello, IN",Daily
TV News [Anchorage Daily News],"Anchorage, AK",Daily
TV Pastime [Stuart News],"Stuart, FL",Daily
TV Pilot [Daily Telegram],"Superior, WI",Daily
TV Plus [Columbus Dispatch],"Columbus, OH",Daily
TV Plus Home Entertainment Guide [Newsday],"Melville, NY",Daily
TV Showcase [Dickinson Press],"Dickinson, ND",Daily
TV Spotlight [Daily Mail],"Catskill, NY",Daily
TV Sunday [Owensboro Messenger-Inquirer],"Owensboro, KY",Daily
TV Tab [Newport Daily News],"Newport, RI",Daily
TV Tab [Telegraph],"Dixon, IL",Daily
TV This Week [Marshfield News-Herald],"Marshfield, WI",Daily
TV This Week [Paris Daily Beacon News],"Paris, IL",Daily
TV Times [Daily Independent],"Ashland, KY",Daily
TV Times [Longmont Daily Times-Call],"Longmont, CO",Daily
TV Times [Times-Republican],"Marshalltown, IA",Daily
TV Today [Decatur Daily Democrat],"Decatur, IN",Daily
TV Today [Lewiston Morning Tribune],"Lewiston, ID",Daily
TV Week [Beaufort Gazette],"Beaufort, SC",Daily
TV Week [Quincy Herald-Whig],"Quincy, IL",Daily
TV Week [Star Tribune],"Minneapolis, MN",Daily
TV Week [Vindicator],"Youngstown, OH",Daily
TV Week [Washington Post],"Washington, DC",Daily
TV Weekly [News-Sun],"Kendallville, IN",Daily
TV/Cable Week [Denver Post],"Denver, CO",Daily
Twin City Times,"Lewiston, ME",Weekly
Twin City Valley Press,"Nitro, WV",Weekly
Two River Times,"Red Bank, NJ",Weekly
Tyler Morning Telegraph,"Tyler, TX",
Tyler Tribute,"Tyler, MN",
Tyrone Daily Herald,"Tyrone, PA",Daily
U-Entertainment [San Gabriel Valley Daily Tribune],"West Covina, CA",Daily
Ukiah Daily Journal,"Ukiah, CA",
Umpqua Shopper,"Sutherlin, OR",Weekly
Undercurrent,"Fresno, CA",
Union,"Grass Valley, CA",
Union,"Nevada City, CA",Daily
Union Banner,"Carlyle, IL",
Union City Daily Messenger,"Union City, TN",
Union County Times,"Middleburg, PA",Weekly
Union Daily Times,"Union, SC",
Union Democrat,"Sonora, CA",
Union Leader,"Manchester, NH",Daily
Union Leader – Concord Bureau,"Concord, NH",Daily
Union Leader – Laconia Bureau,"Laconia, NH",Daily
Union-Recorder,"Milledgeville, GA",
United Methodist Reporter,"Dallas, TX",Weekly
United Methodist Review,"Dallas, TX",Weekly
Unity First News,"Framingham, MA",Weekly
University Daily,"Lubbock, TX",Daily
University Daily Kansan,"Lawrence, KS",Daily
University of Washington Daily,"Seattle, WA",Daily
University Star,"San Marcos, TX",Daily
Upper Arlington This Week,"Arlington, OH",Weekly
Upper Westside Resident,"New York, NY",Weekly
Upstate Business [Greenville News],"Greenville, SC",Daily
Urban Latino,"San Francisco, CA",Weekly
Urban Spectrum,"Denver, CO",
Urban Tulsa Weekly,"Tulsa, OK",
Urbana Daily Citizen,"Urbana, OH",
Urbandale Press Citizen,"Urbandale, IA",Weekly
Urner Barry`s Price Current,"Bayville, NJ",Daily
Urner Barry’s Yellow Sheet,"Bayville, NJ",Daily
USA Today,"Mc Lean, VA",
USA Today,"New York, NY",
USA Today,"San Francisco, CA",
USA Today,"Los Angeles, CA",
USA Today,"Washington, DC",
USA Today,"McLean, VA",Daily
USA Today – Atlanta Bureau,"Smyrna, GA",Daily
USA Today – Chicago Bureau,"Chicago, IL",Daily
USA Today – Denver Bureau,"Denver, CO",Daily
USA Today – Georgia Bureau,"Arlington, VA",Daily
USA Today – Los Angeles Bureau,"Los Angeles, CA",Daily
USA Today – New York Bureau,"New York, NY",Daily
USA Today – San Francisco Bureau,"San Francisco, CA",Daily
USA Today – Washington Bureau,"Washington, DC",Daily
USF Oracle,"Tampa, FL",Daily
Uvalde Leader-News,"Uvalde, TX",
V F Money Saver,"Raritan, NJ",Weekly
V Novom Svete,"New York, NY",
Vail Daily,"Avon, CO",Daily
Vail Trail,"Avon, CO",
Valdosta Daily Times,"Valdosta, GA",
Valencia County News-Bulletin,"Belen, NM",Weekly
Valentine Midland News,"Valentine, NE",Weekly
Vallejo Metro Reporter,"San Francisco, CA",
Vallejo Times-Herald,"Vallejo, CA",
Valley Advantage,"Scranton, PA",Weekly
Valley Advocate,"Easthampton, MA",
Valley City Times-Record,"Valley City, ND",
Valley Courier,"Alamosa, CO",
Valley Courier,"Madison, CT",
Valley Herald,"Milton Freewater, OR",
Valley Homes [Record],"Stockton, CA",Daily
Valley Independent,"Monessen, PA",
Valley Kids (The Paper for Parents),"Greenfield, MA",Weekly
Valley Morning Star,"Harlingen, TX",
Valley News,"West Lebanon, NH",
Valley News,"Woodland Hills, CA",Weekly
Valley News,"White River Junction, VT",Daily
Valley News Dispatch,"Tarentum, PA",
Valley News Today,"Shenandoah, IA",
Valley Newspapers,"McAllen, TX",
Valley Publishing,"Monte Vista, CO",
Valley Ranger,"Lewisburg, WV",Weekly
Valley Stream-Lynbrook-Malverne Tribune,"Island Park, NY",Weekly
Valley Sun Newspapers,"La Canada Flintridge, CA",
Valley Times,"Pleasanton, CA",
Valley Times,"Derby, CT",Weekly
Valley Times-News,"Lanett, AL",
Valley Tribune,"Ellwood City, PA",Weekly
Valley Tribune,"Quitaque, TX",Weekly
Valley Vantage,"Woodland Hills, CA",Weekly
Valley Voice,"Hellertown, PA",
Valley Window [Loveland Daily Reporter-Herald],"Loveland, CO",Daily
Valliant Leader,"Valliant, OK",
Vancouver Sun,"Vancouver, BC",
Vancouver Sun,"West Vancouver, BC",
Vanguard,"Portland, OR",Daily
Variety – New York Bureau,"New York, NY",Daily
Variety/Free Time [Star Tribune],"Minneapolis, MN",Daily
Varsity [Courier-Post],"Cherry Hill, NJ",Daily
Vashon-Maury Island Beachcomber,"Vashon, WA",
Velocity,"Louisville, KY",
Venice Gondolier,"Venice, FL",Weekly
Venice Gondolier Sun,"Venice, FL",
Ventura County Reporter,"Ventura, CA",
Ventura County Star – Camarillo Edition,"Ventura, CA",Daily
Ventura County Star – Moorpark Edition,"Ventura, CA",Daily
Ventura County Star – Oxnard Edition,"Ventura, CA",Daily
Ventura County Star – Simi Valley Edition,"Ventura, CA",Daily
Ventura County Star – Thousand Oaks Edition,"Ventura, CA",Daily
Ventura County Star – Ventura Edition,"Ventura, CA",Daily
Ventura County Star Newspapers,"Ventura, CA",
Ventura County Star Newspapers,"Sacramento, CA",
Venture Outdoors [Grand Rapids Press],"Grand Rapids, MI",Daily
Venue Entertainment [Albuquerque Journal],"Albuquerque, NM",Daily
Verde Valley Newspapers Inc.,"Cottonwood, AZ",
Vermont Catholic Tribune,"Burlington, VT",
Vermont Guardian,"Winooski, VT",
Vermont Sunday Magazine [Rutland Herald],"Rutland, VT",Daily
Vermont Times,"Shelburne, VT",Weekly
Vernal Express,"Vernal, UT",
Vernon Daily Record,"Vernon, TX",
Vernon Edition,"Vernon Rockville, CT",Weekly
Vero Beach Press-Journal,"Vero Beach, FL",Daily
Vibe [Lebanon Democrat],"Hagatna, GU",Daily
Vicinity Magazine,"Fairfield, NJ",Weekly
Vicksburg Post,"Vicksburg, MS",
Victoria Advocate,"Victoria, TX",
Victoria Advocate – Cuero Bureau,"Cuero, TX",Daily
Victoria Advocate – Port Lavaca Bureau,"Port Lavaca, TX",Daily
Vida en el Valle,"Fresno, CA",
Vida Hoy [Hoy],"New York, NY",Daily
Vida Newspaper,"Oxnard, CA",Weekly
Vida Nueva,"Los Angeles, CA",Weekly
Video Week [News Tribune],"Tacoma, WA",Daily
Viet Mercury,"San Jose, CA",Weekly
Vietnam Liberty News,"San Jose, CA",Daily
View [McKinney Courier-Gazette],"Mc Kinney, TX",Daily
View Magazine [Northeast Mississippi Daily Journal],"Tupelo, MS",Daily
View Newspapers,"Las Vegas, NV",
Viewpoint [Vindicator],"Youngstown, OH",Daily
Villadom Times Midland Park – Zone 1,"Midland Park, NJ",Weekly
Village News & Southwest News,"Bellaire, TX",Weekly
Village News [Lebanon Democrat],"Hagatna, GU",Daily
Village Times Herald,"East Setauket, NY",Weekly
"Village View Publications, Inc.","Evergreen Park, IL",
Village View South,"Oak Lawn, IL",Weekly
Village View South Suburban,"Oak Lawn, IL",Weekly
Village Voice,"New York, NY",
Village Voice,"Long Island City, NY",
Village Voice – DC Bureau,"Washington, DC",Daily
Villager,"The Woodlands, TX",
Villager Newspapers,"Putnam, CT",
Villages Daily Sun,"The Villages, FL",
VillageSoup Times,"Camden, ME",
Vincennes Sun-Commercial,"Vincennes, IN",
Vindicator,"Youngstown, OH",
Vindicator – Salem Bureau,"Salem, OH",Daily
Vindicator – Warren Bureau,"Warren, OH",Daily
Vineyard Gazette,"Edgartown, MA",
Vinings Neighbor,"Marietta, GA",Weekly
Vinita Daily Journal,"Vinita, OK",
Virgin Island Daily News,"St Thomas, VI",Daily
Virginia Gazette,"Williamsburg, VA",
Virginian Review,"Covington, VA",
Virginian-Pilot,"Suffolk, VA",
Virginian-Pilot,"Norfolk, VA",
Virginian-Pilot,"Virginia Beach, VA",
Virginian-Pilot,"Chesapeake, VA",
Virginian-Pilot,"Springfield, VA",
Virginian-Pilot,"Richmond, VA",
Virginian-Pilot,"Greensboro, NC",
Virginian-Pilot – Chesapeake Bureau,"Chesapeake, VA",Daily
Virginian-Pilot – Richmond Bureau,"Richmond, VA",Daily
Virginian-Pilot (Elizabeth City Bureau),"Elizabeth City, NC",Daily
Virginian-Pilot (Nags Head Bureau),"Nags Head, NC",Daily
Virginian-Pilot (Portsmouth Bureau),"Norfolk, VA",Daily
Virginian-Pilot (Richmond Bureau),"Portsmouth, VA",Daily
Virginian-Pilot (Suffolk Bureau),"Suffolk, VA",Daily
Visalia Times-Delta,"Visalia, CA",
Vision Magazine [Roswell Daily Record],"Roswell, NM",Daily
Vita.mn,"Minneapolis, MN",
Viva New York [Daily News],"New York, NY",Daily
Voice News,"New Baltimore, MI",Weekly
"Voice News of Western Otoe, Northern Gage & Lancaster Counties","Hickman, NE",
Voice Newspapers,"Bakersfield, CA",
Voices – Weekender,"Southbury, CT",Weekly
Voices-The Newspaper,"Southbury, CT",Weekly
Voice-Tribune,"Louisville, KY",
Voz Latina,"Madison, WI",
Wabash Plain Dealer,"Wabash, IN",Daily
Waco Tribune-Herald,"Waco, TX",
Wahpeton Daily News,"Wahpeton, ND",Daily
Wakarusa Tribune,"Wakarusa, IN",
Wakefield Daily Item,"Wakefield, MA",
Waldwick Suburban News,"Ridgewood, NJ",Daily
Walker County Messenger,"La Fayette, GA",
Walker/Westside Advance,"Jenison, MI",Weekly
Walkersville/Thurmont Gazette,"Frederick, MD",Weekly
Wall Street Journal,"Chicago, IL",
Wall Street Journal,"New York, NY",
Wall Street Journal,"San Francisco, CA",
Wall Street Journal,"Houston, TX",
Wall Street Journal,"Atlanta, GA",
Wall Street Journal,"Boston, MA",
Wall Street Journal,"Hong Kong, CHN",
Wall Street Journal,"Tokyo, JPN",
Wall Street Journal,"Frankfurt, DEU",
Wall Street Journal,"Los Angeles, CA",
Wall Street Journal,"Washington, DC",
Wall Street Journal,"Detroit, MI",
Wall Street Journal,"South Brunswick, NJ",
Wall Street Journal,"Pittsburgh, PA",
Wall Street Journal,"Dallas, TX",
Wall Street Journal,"Calgary, AB",
Wall Street Journal,"London, GBR",
Wall Street Journal,"Austin, TX",
Wall Street Journal,"Palo Alto, CA",
Wall Street Journal – Atlanta Bureau,"Atlanta, GA",Daily
Wall Street Journal – Boston Bureau,"Boston, MA",Daily
Wall Street Journal – Chicago Bureau,"Chicago, IL",Daily
Wall Street Journal – Dallas Bureau,"Dallas, TX",Daily
Wall Street Journal – Detroit Bureau,"Detroit, MI",Daily
Wall Street Journal – Los Angeles Bureau,"Palo Alto, CA",Daily
Wall Street Journal – Palo Alto Bureau,"Palo Alto, CA",Daily
Wall Street Journal – Pittsburgh Bureau,"Pittsburgh, PA",Daily
Wall Street Journal – San Francisco Bureau,"San Francisco, CA",Daily
"Wall Street Journal – Washington, D.C. Bureau","Washington, DC",Daily
Wall Street Journal Americas,"Jersey City, NJ",Daily
Wall Street Journal Sunday,"New York, NY",Daily
Wall Street Journal Weekend Edition,"New York, NY",
Wall Street West [Rocky Mountain News],"Denver, CO",Daily
Walla Walla Union-Bulletin,"Walla Walla, WA",
Wallingford Voice,"Wallingford, CT",Daily
Walnut Creek Journal,"Walnut Creek, CA",
Walsenburg Huerfano World,"Walsenburg, CO",
Walsh County Record,"Grafton, ND",
Waltham Shopper,"Waltham, MA",Weekly
Wampum Saver,"Show Low, AZ",Weekly
Wanderer,"Saint Paul, MN",Weekly
Wapakoneta Daily News,"Wapakoneta, OH",
Warren County Record,"Warrenton, MO",
Warren Sentinel,"Front Royal, VA",
Warren Times Observer,"Warren, PA",
Warren Weekly,"Warren, MI",
Warsaw’s Country Courier,"Warsaw, NY",
Waseca County News,"Waseca, MN",
Washington Blade,"Washington, DC",Weekly
Washington Business [Washington Post],"Washington, DC",Daily
Washington Chinese News,"Rockville, MD",Daily
Washington City Paper,"Washington, DC",
Washington County Wise Shoppers,"Schuylerville, NY",Weekly
Washington Courier,"Washington, IL",Weekly
Washington Daily News,"Washington, NC",Daily
Washington Evening Journal,"Washington, IA",Daily
Washington Examiner,"Washington, DC",
Washington Examiner,"Springfield, VA",
Washington Examiner,"Alexandria, VA",Daily
Washington Hispanic,"Washington, DC",Weekly
Washington Informer,"Washington, DC",Weekly
Washington Jewish Week,"Rockville, MD",
Washington Post,"Washington, DC",
Washington Post,"Largo, MD",
Washington Post,"Fairfax, VA",
Washington Post,"Ann Arbor, MI",
Washington Post,"Alexandria, VA",
Washington Post,"Annapolis, MD",
Washington Post,"New York, NY",
Washington Post,"Rockville, MD",
Washington Post,"Richmond, VA",
Washington Post,"Leesburg, VA",
Washington Post,"Chevy Chase, MD",
Washington Post,"Los Angeles, CA",
Washington Post,"La Plata, MD",
"Washington Post – Alexandria, VA Bureau","Alexandria, VA",Daily
"Washington Post – Annapolis, MD Bureau","Annapolis, MD",Daily
Washington Post – Austin Bureau,"Austin, TX",Daily
Washington Post – Chicago Bureau,"Chicago, IL",Daily
Washington Post – Columbia Bureau,"Columbia, MD",Daily
Washington Post – Fairfax Bureau,"Fairfax, VA",Daily
Washington Post – Fauquier Bureau,"Warrenton, VA",Daily
Washington Post – Largo Bureau,"largo, MD",Daily
Washington Post – Leesburg Bureau,"Leesburg, VA",Daily
Washington Post – Los Angeles Bureau,"Los Angeles, CA",Daily
Washington Post – Loudon County Bureau,"Leesburg, VA",Daily
Washington Post – Manassas Bureau,"Manassas, VA",Daily
Washington Post – Miami Bureau,"Miami, FL",Daily
Washington Post – Montgomery County Bureau,"Rockville, MD",Daily
Washington Post – Montgomery County News Bureau,"Rockville, MD",Daily
Washington Post – New York Bureau,"New York, NY",Daily
Washington Post – Prince William County Bureau,"Largo, MD",Daily
"Washington Post – Richmond, VA Bureau","Richmond, VA",Daily
Washington Post – South Maryland Bureau,"La Plata, MD",Daily
Washington Post – Southern Maryland Bureau,"La Plata, MD",Daily
Washington Post – Warrenton Bureau,"Warrenton, VA",Daily
Washington Post Magazine [Washington Post],"Washington, DC",Daily
Washington Post National Weekly,"Washington, DC",Weekly
Washington Square News,"New York, NY",Daily
Washington Sun,"Washington, DC",Weekly
Washington Times,"Washington, DC",
Washington Times,"Annapolis, MD",
Washington Times – Annapolis Bureau,"Annapolis, MD",Daily
Washington Times – New York Bureau,"New York, NY",Daily
Washington Times – Rockville Bureau,"Rockville, MD",Daily
Washington Times (National Weekly Edition),"Washington, DC",Weekly
Washington Times-Herald,"Washington, IN",Daily
Washington Weekend [Washington Times],"Washington, DC",Daily
Waterbury Republican-American,"Waterbury, CT",
Waterloo Courier,"Waterloo, IA",Daily
Waterloo-Cedar Falls Courier,"Waterloo, IA",Daily
Waterloo-Cedar Falls Courier – Cedar Falls Bureau,"Cedar Falls, IA",Daily
Watertown Daily Times,"Watertown, NY",
Watertown Daily Times,"Watertown, WI",
Watertown Daily Times – Washington Bureau,"Washington, DC",Daily
Watertown Public Opinion,"Watertown, SD",
Watts Star Review,"Los Angeles, CA",Weekly
Wauchula Herald-Advocate,"Wauchula, FL",
Wausau Buyers’ Guide,"Wausau, WI",Weekly
Wausau Daily Herald,"Wausau, WI",
Wave and Los Angeles Independent Newspaper Group,"Los Angeles, CA",
Wave Inc.,"Port Lavaca, TX",
Wave of Long Island,"Rockaway Beach, NY",
Waxahachie Daily Light,"Waxahachie, TX",
Way We Live [Detroit Free Press],"Detroit, MI",Daily
Waycross Journal-Herald,"Waycross, GA",Daily
Wayne County Journal-Banner,"Piedmont, MO",
Wayne County Press,"Fairfield, IL",
Wayne Independent,"Honesdale, PA",
Wayne Sunday [Akron Beacon Journal],"Akron, OH",Daily
Waynesboro Record Herald,"Waynesboro, PA",
We Alaskans [Anchorage Daily News],"Anchorage, AK",Daily
Weatherford Daily News,"Weatherford, OK",
Weatherford Democrat,"Weatherford, TX",Daily
Webb Weekly,"Williamsport, PA",Weekly
Weddings & Engagements [Brunswick News],"Brunswick, GA",Daily
Wednesday Journal Publishing Co.,"Oak Park, IL",
Wednesday Magazine,"Kansas City, MO",Weekly
Week,"Delavan, WI",Weekly
Week in Review [New York Times],"New York, NY",Daily
Weekend,"Milwaukee, WI",Weekly
Weekend [Appeal-Democrat],"Marysville, CA",Daily
Weekend [Blade],"Toledo, OH",Daily
Weekend [Cincinnati Enquirer],"Cincinnati, OH",Daily
Weekend [Courier-Journal],"Louisville, KY",Daily
Weekend [Daily Oklahoman],"Oklahoma City, OK",Daily
Weekend [Democrat and Chronicle],"Rochester, NY",Daily
Weekend [Deseret News],"Salt Lake City, UT",Daily
Weekend [Detroit Free Press],"Detroit, MI",Daily
Weekend [Florida Times-Union],"Jacksonville, FL",Daily
Weekend [Gazette],"Cedar Rapids, IA",Daily
Weekend [Grand Rapids Press],"Grand Rapids, MI",Daily
Weekend [Indianapolis Star],"Indianapolis, IN",Daily
Weekend [Knoxville News-Sentinel],"Knoxville, TN",Daily
Weekend [Miami Herald],"Miami, FL",Daily
Weekend [New York Times],"New York, NY",Daily
Weekend [Post-Tribune],"Merrillville, IN",Daily
Weekend [Press-Telegram],"Long Beach, CA",Daily
Weekend [Reading Eagle],"Reading, PA",Daily
Weekend [Richmond Times-Dispatch],"Richmond, VA",Daily
Weekend [Rocky Mountain News],"Denver, CO",Daily
Weekend [Salisbury Post],"Salisbury, NC",Daily
Weekend [Seattle Times],"Seattle, WA",Daily
Weekend [St. Petersburg Times],"Saint Petersburg, FL",Daily
Weekend [Tennessean],"Nashville, TN",Daily
Weekend [Washington Post],"Washington, DC",Daily
Weekend Amusement [New York Post],"New York, NY",Daily
Weekend Balita,"Glendale, CA",Weekly
Weekend Cue [Milwaukee Journal Sentinel],"Milwaukee, WI",Daily
Weekend Entertainment [Philadelphia Inquirer],"Philadelphia, PA",Daily
Weekend Entertainment [Press Enterprise],"Knoxville, TN",Daily
Weekend Guide [Daily News Tribune],"Falmouth, MA",Daily
Weekend Journal [Wall Street Journal],"New York, NY",Daily
Weekend Life [Dayton Daily News],"Dayton, OH",Daily
Weekend Magazine [Davis Enterprise],"Davis, CA",Daily
Weekend Magazine [Morning Call],"Allentown, PA",Daily
Weekend Magazine [Pittsburgh Post-Gazette],"Pittsburgh, PA",Daily
Weekend Plus [Observer-Dispatch],"Utica, NY",Daily
Weekend Real Estate Preview [Providence Journal],"Providence, RI",Daily
Weekend Scene [Brookings Register],"Brookings, SD",Daily
Weekend Scene [Denver Post],"Denver, CO",Daily
Weekend Spotlight [Rocky Mountain News],"Denver, CO",Daily
Weekender [Beatrice Daily Sun],"Beatrice, NE",Daily
Weekender [Columbus Dispatch],"Columbus, OH",Daily
Weekender [Daily Local News],"West Chester, PA",Daily
